UserName,Text,RetweetCount,Timestamp
Guàrdia Urbana Barcelona," Amb motiu de l'inici de la Festa Major de #NouBarris, demà celebrarem la Jornada dels Serveis d'Emergència, amb la participació de 
@GUBBarcelona
 @mossos
 @semgencat
 i 
@BCN_Bombers
 

 Volem donar a conèixer els diferents serveis d'emergència.

 17:30h - pl. Major de Nou Barris",6,2023-05-17T17:15:14.000Z
Bombers,"Rescatada, aquest migdia al Port de la Selva, una persona que ha resultat ferida en precipitar-se a prop del castell de Sant Salvador de Verdera (avís 12.33h) L'hem estabilitzat i extret mitjançant gruatge amb l'helicòpter i l'hem evacuat al 
@htrueta
#bomberscat #GRAE 
@semgencat",3,2023-05-17T17:00:34.000Z
Bombers,"Ha cremat un cobert a un pati exterior d'un hostal de Cornellà de Terri, al carrer Sant Jaume (avís 17.35h). L'incendi no ha propagat a l'interior de l'edifici i ja està extingit. Dues persones han inhalat fum i han estat evacuades 
@semgencat
 

Hi hem treballat 5  #bomberscat",2,2023-05-17T17:38:12.000Z
SEM. Generalitat," El #SEM Pediàtric compta amb dues ambulàncies de suport vital avançat, una situada a 
@vallhebron
 i l'altra a 
@SJDbarcelona_es
 , disponibles 24 hores els 365 dies de l'any.

Més informació sobre aquest servei, a l'enllaç  https://bit.ly/3n60ysL",12,2023-05-17T11:23:15.000Z
SEM. Generalitat," La Taula d'Atenció al Pacient Fràgil del 061 Salut Respon marca un punt d'inflexió en l'atenció als pacients fràgils amb patologies cròniques.

Els/les especialistes en geriatria adeqüen el tipus de resposta mèdica i ofereixen atenció sanitària individualitzada.",,2023-05-17T07:27:31.000Z
Salut," Uneix-te al repte de vida de 
@donarsang
!

 Aconseguir 50.000 donacions de PLASMA anuals el 2025 per garantir els tractaments de milers de pacients amb problemes de defenses.

 Informat a https://gen.cat/3HuOg4j",8,2023-05-16T14:14:00.000Z
SEM. Generalitat,": Avui ens han visitat la Federació Catalana d’Autisme i la Federació Autisme Catalunya.
Han pogut conèixer de primera mà el nostre funcionament i s’ha tractat ampliar el coneixement sobre l’autisme per oferir un millor suport des del 061 a les persones d’aquest col·lectiu.",2,2023-05-16T16:54:27.000Z
Trànsit," Circulació normalitzada a la C-63

 En l'#accident dues persones han resultat ferides, una greu i l'altra menys greu, segons informa 
@semgencat",2,2023-05-16T14:28:16.000Z
SEM. Generalitat,"Els Equips de Coordinació Clínica i Operativa (ECO) treballen amb un Vehicle d'Intervenció Ràpida amb funcions i material d'electromedicina específic i d'última generació.

Vols saber més sobre la funció d'aquests equips?  https://bit.ly/3V8AhXh",2,2023-05-16T15:01:23.000Z
Protecció civil," En cas d'accident químic, practica l'Efecte Bombolla 

 Les característiques de determinades indústries properes a alguns municipis fan que hi hagi risc químic.

 Més informació:
https://interior.gencat.cat/ca/arees_dactuacio/proteccio_civil/consells_autoproteccio_emergencia/riscos_tecnologics/risc_quimic/…

#Interior #ProteccióCivil",12,2023-05-16T07:15:02.000Z
Salut," Sabies que actualment hi ha brots de xarampió en diversos països?

 Per evitar nous contagis és important la vacunació amb les 2 dosis pertinents.

 A Catalunya els infants reben gratuïtament aquesta vacuna segons calendari als 12 mesos i als 3 anys. #CadaDosiCompta",5,2023-05-15T19:29:00.000Z
Bombers,"L'inquilí del pis afectat, ha estat atès pel 
@semgencat
 per intoxicació pel fum. 
No es detecta afectació estructural al pis ni tampoc cap altra afectació a la resta de pisos. 

Hi hem treballat amb 5 dotacions #bomberscat",1,2023-05-16T06:00:50.000Z
SEM. Generalitat,"Saps com has d'actuar davant d'una persona inconscient que respira? 

 En el següent vídeo de #PrimersAuxilis t'expliquem com col·locar-la en posició lateral de seguretat per mantenir la via aèria oberta i evitar l'ofegament en cas de vòmit.",3,2023-05-16T07:29:50.000Z
SEM. Generalitat," En el programa del 061 Salut Respon per deixar de fumar, es crea un fort vincle entre pacient i infermera i una implicació de la persona amb la seva salut.

¿Necessites ajuda? Recorda que tens la possibilitat de contactar a qualsevol hora del dia.",,2023-05-15T14:06:36.000Z
Trànsit," Un accident a la ronda Litoral a Poblenou talla un carril en sentit Llobregat i provoca aturades de 3 km des de Sant Adrià

#SCT #rondes #accident",7,2023-05-15T10:00:23.000Z
Salut," Les infermeres han hagut d'adaptar-se al llarg dels anys per poder donar resposta als reptes de salut i benestar de les persones. 

Actualment, la seva professió va molt més enllà de les cures. 

 Les nostres infermeres. El nostre futur.
#DiaInternacionalDeLesInfermeres",8,2023-05-14T19:20:00.000Z
SEM. Generalitat,"Els helicòpters medicalitzats del #SEM redueixen el temps de trasllat interhospitalari de les zones allunyades dels hospitals terciaris, fet molt significatiu per a les persones amb una patologia temps-dependent.

Més informació, a l'enllaç  https://bit.ly/41ycW3S",4,2023-05-15T08:24:37.000Z
Salut," Les al·lèrgies no tenen cura, però se'n poden controlar els símptomes. Si tens antecedents d'al·lèrgia amb una substància concreta, evita-hi qualsevol mena de contacte. 

 Si es tracta d'àcars de la pols: limita els mobles, evita catifes o cortines, i ventila cada dia.",3,2023-05-14T13:18:00.000Z
Bombers,"Hi hem desplaçat 4 dotacions entre les quals unitat sanitaritzada de #bomberscat amb un sanitari del 
@semgencat
. Dues persones ateses, una d'elles evacuada al CUAP i l'altra donada d'alta al mateix lloc.",2,2023-05-14T17:00:24.000Z
SEM. Generalitat,"Sabies que els equips d'atenció al pacient crític d'alta complexitat són pioners a nivell mundial?

 Aquests equips garanteixen l'equitat d'accés a un centre d'alta tecnologia sanitària amb professionals ultraespecialitzats.

Més informació  https://bit.ly/3L57dvo",8,2023-05-14T16:01:33.000Z
Formació Parc Taulí,"Autoaprenentatge didàctic i útil. Posa’t al dia! en #PrimersAuxilis amb els recursos oberts del 
@semgencat
 ",1,2023-05-14T11:48:06.000Z
SEM. Generalitat," #TrioLaVida: Si tens pensaments de treure't la vida, truca al 061 Salut Respon!

Un equip especialitzat en psicologia, psiquiatria i infermeria en salut mental de 10 hospitals catalans valorarà el teu cas i facilitarà la intervenció més adient.",,2023-05-14T11:00:37.000Z
Salut," Les infermeres han hagut d'adaptar-se al llarg dels anys per poder donar resposta als reptes de salut i benestar de les persones. 

Actualment, la seva professió va molt més enllà de les cures. 

 Les nostres infermeres. El nostre futur.",5,2023-05-13T19:17:00.000Z
SEM. Generalitat," Saps com localitzar la teva farmàcia de guàrdia més propera?

Recorda que l'app 061 Salut Respon posa tota la informació que necessites al teu abast en pocs clics!",,2023-05-14T06:30:12.000Z
SEM. Generalitat,"Imatge les unitats #SEM activades aquest matí amb 
@BCN_Bombers
, que han treballat en l'extinció d'un incendi a una nau industrial a l'interior de Mercabarna.
Cap persona ha resultat afectada.",8,2023-05-13T18:07:01.000Z
Francesc Roldan,"Helicopter del 
@semgencat
 acabat d'aterrar a #oliana 
@FlightradarCAT",3,2023-05-13T15:06:31.000Z
SEM. Generalitat," Davant d'una persona accidentada, cal que apliquis el PAS: protegir, alertar i socórrer.

#PrimersAuxilis: T'expliquem què fer en aquests casos per no agreujar la situació i aconseguir que la persona sigui atesa en les millors condicions possibles.",12,2023-05-13T17:00:18.000Z
𝚊𝚜𝚜𝚞𝚖𝚙𝚝𝚊 𝚙𝚒𝚓𝚞𝚊𝚗 𝚝𝚊𝚛𝚛𝚊𝚐ó,"Ahir, per la tarda, helicòpter d'emergències mèdiques aterrant a l'Hospital de Sant Joan de Déu a #Esplugues
@semgencat
@SJDbarcelona_ca",4,2023-05-13T10:27:47.000Z
SEM. Generalitat,"El #SEM pediàtric està format per equips de professionals especialitzats/des i unitats amb la tecnologia més puntera.

D'aquesta manera, permet estabilitzar i traslladar pacients crítics pediàtrics i neonatals des de qualsevol punt del territori català i Andorra.",,2023-05-13T11:00:33.000Z
UserName,Text,RetweetCount,Timestamp
SEM. Generalitat," Saps com localitzar la teva farmàcia de guàrdia més propera?

Recorda que l'app 061 Salut Respon posa tota la informació que necessites al teu abast en pocs clics!",,2023-05-14T06:30:12.000Z
SEM. Generalitat,"Imatge les unitats #SEM activades aquest matí amb 
@BCN_Bombers
, que han treballat en l'extinció d'un incendi a una nau industrial a l'interior de Mercabarna.
Cap persona ha resultat afectada.",8,2023-05-13T18:07:01.000Z
Francesc Roldan,"Helicopter del 
@semgencat
 acabat d'aterrar a #oliana 
@FlightradarCAT",3,2023-05-13T15:06:31.000Z
SEM. Generalitat," Davant d'una persona accidentada, cal que apliquis el PAS: protegir, alertar i socórrer.

#PrimersAuxilis: T'expliquem què fer en aquests casos per no agreujar la situació i aconseguir que la persona sigui atesa en les millors condicions possibles.",12,2023-05-13T17:00:18.000Z
𝚊𝚜𝚜𝚞𝚖𝚙𝚝𝚊 𝚙𝚒𝚓𝚞𝚊𝚗 𝚝𝚊𝚛𝚛𝚊𝚐ó,"Ahir, per la tarda, helicòpter d'emergències mèdiques aterrant a l'Hospital de Sant Joan de Déu a #Esplugues
@semgencat
@SJDbarcelona_ca",4,2023-05-13T10:27:47.000Z
SEM. Generalitat,"El #SEM pediàtric està format per equips de professionals especialitzats/des i unitats amb la tecnologia més puntera.

D'aquesta manera, permet estabilitzar i traslladar pacients crítics pediàtrics i neonatals des de qualsevol punt del territori català i Andorra.",,2023-05-13T11:00:33.000Z
A.Moreno, ,3,2023-05-13T00:20:34.000Z
Mossos,"Treballem conjuntament amb 
@BCN_Bombers
 @semgencat
 i 
@GUBBarcelona
 en un incendi en una nau industrial a l'interior de Mercabarna. Seguiu les indicacions dels serveis d'emergències i no us acosteu a la zona",11,2023-05-13T07:55:42.000Z
Salut,"  A partir de l'octubre els nadons rebran anticossos contra la bronquiolitis.

 El virus respiratori sincicial és molt contagiós i és el responsable d'un 50% del total dels casos de bronquiolitis en els infants menors d'1 any.",11,2023-05-13T07:09:00.000Z
Maci,"@semgencat
 Els Hostalets de Belenyà, transfer !!",2,2023-05-12T20:21:47.000Z
SEM. Generalitat,"Coneixes la funció polivalent dels/les psicòlegs/gues del #SEM?

Aquests/es professionals donen atenció psicològica presencial en situacions complexes i ofereixen atenció no presencial als ciutadans i a professionals de la xarxa de salut pública.",,2023-05-13T07:00:28.000Z
Hospital Comarcal de Móra d'Ebre," ""Per mi la infermeria és donar la mà, és humanitzar les cures, és treball en equip, és empatia.""

 Avui pel #DiaInternacionaldelaInfermeria volem agrair la gran tasca que la infermeria desenvolupa arreu en diferents àmbits i situacions ",4,2023-05-12T06:06:14.000Z
Salut," Les al·lèrgies no tenen cura, però se'n poden controlar els símptomes. Si tens antecedents d'al·lèrgia amb una substància concreta, evita-hi qualsevol mena de contacte. 

 Si es tracta d'àcars de la pols: limita els mobles, evita catifes o cortines, i ventila cada dia.",5,2023-05-12T13:51:00.000Z
Fundació Althaia,"Les infermeres Montse Soler i Anna Portabella han presentat els resultats de la seva tesi en la Jornada de Recerca Infermera que ha celebrat el 
@semgencat
 amb motiu del #DiaInternacionalInfermeria

Una jornada per compartir experiències i fomentar la recerca.

#althaiamanresa",5,2023-05-12T19:36:05.000Z
Jordi83,"Ambulancia de Suport Vital Avançat (SVA) 0612 al CUAP Plató 
@semgencat
 #momentsSEM",2,2023-05-12T15:00:44.000Z
Josep Capdevila,"Helicòpter del 
@semgencat
 aterrant a Hostalets de Balenyà (19.10 h)",5,2023-05-12T17:14:41.000Z
SEM. Generalitat,"Les nostres infermeres, el nostre futur.",4,2023-05-12T11:17:43.000Z
SEM. Generalitat," Jornada de Recerca Infermera a la sala d’actes del #SEM, en el Dia Internacional de la #Infermeria.

 La jornada permet compartir experiències de les infermeres del #SEM, fomentar la recerca i celebrar la diada.

 Hi han participat 175 inscrits, presencials i en línia.",5,2023-05-12T11:15:46.000Z
Tot es mou TV3," Dia Mundial de la Infermeria.
Coneixem el món de les infermeres del #SEM (
@semgencat
) des de dins
#TotEsMouTV3  https://tv3.video/TEM12Maig23",19,2023-05-12T09:42:59.000Z
SEM. Generalitat,"T’agradaria conèixer totes les vessants de la infermeria al #SEM? 

La Yolanda Ferreres, directora d’infermeria, en parlarà avui a partir de les 11 h al programa Tot es mou de TV3. No t’ho perdis! ",2,2023-05-12T08:04:59.000Z
SEM. Generalitat," #EstàPassant: La Yolanda Ferreres, directora d’infermeria del #SEM, ens parla de les vessants de la professió al programa Tot es mou de TV3.",1,2023-05-12T09:35:20.000Z
SEM. Generalitat," En el Dia Internacional de la Infermeria, volem reconèixer la importància d’aquesta professió i la tasca imprescindible per a la societat de les persones que s’hi dediquen.

De la A a la Z, aquestes són algunes de les qualitats que avui celebrem! ",1,2023-05-12T07:30:32.000Z
Consell d’Infermeres,"Feliç Dia de les Infermeres, companyes!

#culturadecura #culturainfermera #12M #DiaInfermeresCCIIC 
@COIBarcelona
 @COIGIrona
 @InfLleidaCOILL
 @codita_tgn
 
+info https://consellinfermeres.cat/ca/noticies/12m-dia-internacional-de-les-infermeres-cultura-de-cura-cultura-infermera/…",61,2023-05-11T22:07:59.000Z
SEM. Generalitat,"Accident de moto a la B-23 a Sant Feliu de Llobregat.
4 unitats terrestres #SEM activades.
Hem atès i traslladat 1 home en estat crític a Hospital de Bellvitge.",,2023-05-11T22:31:28.000Z
Jose M. Fernández L.,"Protecció Civil Lleida 
Aquesta tarda de servei al dispositiu de seguretat de la Batalla de flors de la Festa Major de Lleida on col·laborem amb 
@paerialleida
 @FestesLleida
 @gUrbanaLleida
També es col·labora amb 
@bomberscat
 i 
@semgencat
 en algunes incidències ",2,2023-05-11T22:12:29.000Z
Guàrdia Urbana Barcelona," Ahir vam ser requerits per un robatori violent al barri del #FortPienc. En arribar al lloc vam trobar una dona de 84 anys ferida, que va requerir assistència del 
@semgencat
 i trasllat a 
@HospitalSantPau
.

 Localitzem i detenim els 2 autors fugits a la Pl. Catalunya.
#gubEIX",6,2023-05-11T15:02:08.000Z
Salut,"Esternuts, ulls plorosos, picor a la pell... Arriba la primavera  i, també, l'al·lèrgia estacional.

 Si tens al·lèrgia al pol·len, evita-hi qualsevol mena de contacte.

 info a https://gen.cat/3KZPcQp",5,2023-05-06T09:49:00.000Z
Salut," Uneix-te al repte de vida de 
@donarsang
!

 Aconseguir 50.000 donacions de PLASMA anuals el 2025 per garantir els tractaments de milers de pacients amb problemes de defenses.

 Informat a https://gen.cat/3HuOg4j",7,2023-05-11T15:43:00.000Z
SEM. Generalitat," Una de les funcions dels Equips de Coordinació Clínica i Operativa és fer d'enllaç entre la Central de Coordinació Sanitària del #SEM i els equips del carrer, així com entre els diferents dispositius al carrer.

Vols saber més sobre la seva funció?  https://bit.ly/40KgzTa",1,2023-05-11T15:01:36.000Z
Mossos," Les primeres hores són les més importants en cas de desaparició
 No esperis 24 hores, denuncia i aporta tota la informació que puguis sobre com anava vestit
 No oblidis una fotografia recent i nítida on se'l reconegui fàcilment",45,2023-05-11T07:17:06.000Z
SEM. Generalitat," Quan ens fem un cop o una ferida importants, podem necessitar ajuda externa per controlar la sortida de sang.

#PrimersAuxilis: Davant d'una hemorràgia, col·loca la persona en una zona segura i posa un drap sobre la ferida.

T'expliquem què fer en aquests casos ",8,2023-05-11T06:30:14.000Z
Salut," Sabies que actualment hi ha brots de xarampió en diversos països?

 Per evitar nous contagis és important la vacunació amb les 2 dosis pertinents.

 A Catalunya els infants reben gratuïtament aquesta vacuna segons calendari als 12 mesos i als 3 anys. #CadaDosiCompta",3,2023-05-10T18:55:00.000Z
Salut," Uneix-te al repte de vida de 
@donarsang
!

 Aconseguir 50.000 donacions de PLASMA anuals el 2025 per garantir els tractaments de milers de pacients amb problemes de defenses.

 Informat a https://gen.cat/3HuOg4j",4,2023-05-10T08:07:59.000Z
SEM. Generalitat,"Sabies que la Taula de Vol del #SEM és la única taula de coordinació de vol en emergències mèdiques de l'Estat espanyol?

 Des de la seva creació, ha esdevingut un suport essencial per garantir la coordinació dels recursos aeris i la seguretat durant l'operació aeronàutica.",2,2023-05-10T15:04:55.000Z
Policia Local d'Igualada," A aquesta hora treballem amb 
@bomberscat
 i 
@semgencat
 en l'extinció d'un petit incendi a la cuina d'un domicili del c/ Òdena.

 El c/ Òdena està tallat entre el Pg. Verdaguer i Rambles. Si us plau, eviteu aquesta via.

#PoliciaLocalIgualada",2,2023-05-10T10:38:23.000Z
SEM. Generalitat," Si estàs organitzant ja el teu proper viatge, recorda que has d'actualitzar el calendari de vacunes i comprovar si hi ha alguna alerta sanitària activa a la destinació.

Recorda visitar un dels centres de vacunació internacional de Catalunya per rebre assessorament.",,2023-05-10T11:00:51.000Z
SEM. Generalitat,"Per aquest incendi a la ctra. Mas d'en Verge de Tortosa, des del #SEM s'han activat 3 unitats terrestres. 
S'han atès 5 afectats: 2 altes in situ i 3 trasllats a Hospital Verge Cinta.
@hvcinta
 @bomberscat",,2023-05-10T08:43:51.000Z
Col·legi d'Infermeres i Infermers de BCN COIB,"No et perdis la jornada del #DiadelesInfermeres de la delegació del #Berguedà! Comptarem amb la infermera de salut laboral de l'
@HospitaldeBerga
 Sara Martínez, la infermera del  
@semgencat
 Núria Barral i la infermera IIR Amparo González. 
Apunta't aquí http://tinyurl.com/2hjl4d26",6,2023-05-10T07:06:23.000Z
SEM. Generalitat,"Persona atropellada per un vehicle a #Lleida. 
El #SEM ha atès i traslladat 1 dona en estat crític a 
@harnaulleida
.
2 unitats terrestres #SEM activades.",3,2023-05-09T14:22:43.000Z
SEM. Generalitat,"Saps que l'app 061 Salut Respon pot ajudar-te en cas de necessitar assistència sanitària?

 Recorda que és important omplir el teu perfil amb la màxima quantitat d'informació possible!",1,2023-05-09T14:02:17.000Z
Col·legi d'Infermeres i Infermers de BCN COIB,"Aquest divendres no et perdis la jornada del #DiadelesInfermeres de la delegació del #Berguedà! Comptarem amb la infermera de salut laboral de l'
@HospitaldeBerga
 Sara Martínez, la infermera del 
@semgencat
 Núria Barral i la infermera IIR Amparo González http://tinyurl.com/2hjl4d26",4,2023-05-09T08:14:02.000Z
SEM. Generalitat," Sabies que el 061 Salut Respon compta amb una taula específica amb metges/sses i infermeres especialitzades en geriatria per donar una millor atenció als ""pacients fràgils"", amb patologies prèvies?

Entra a l'enllaç per saber més sobre aquest servei  https://bit.ly/3LrVEQm",3,2023-05-09T07:17:39.000Z
Bombers,"Quan la situació ha estat segura, se l'ha evacuada a l'exterior amb la caputxa de rescat.
També ha estat evacuada, de l'edifici, una altra persona. Totes dues, que havien inhalat una mica de fum, han estat ateses pel 
@semgencat
.

Hi hem desplaçat 4 dotacions #bomberscat.",3,2023-05-08T19:03:46.000Z
SEM. Generalitat," Davant d'un ictus, que apareix normalment de forma sobtada, cal actuar amb rapidesa per garantir una bona recuperació.

 Saps com el pots reconèixer? T'ho expliquem en el següent vídeo de #PrimersAuxilis ",16,2023-05-08T15:00:33.000Z
Catalunya Central,"Els cossos operatius (
@bomberscat
, 
@agentsruralscat
, 
@emergenciescat
, 
@mossos
 i 
@semgencat
), amb la #delegada 
@montsebarniol
 i la directora ST d'
@interiorcat
, 
@eroca226
, revisen amb les alcaldies de la #CatalunyaCentral el pla INFOCAT. Avui, a Manresa; demà, a Vic.",9,2023-05-08T11:16:10.000Z
SEM. Generalitat," Sabies que el calendari de vacunacions vigent et protegeix contra 16 microorganismes mitjançant 15 vacunes?

Per obtenir més informació, entra a l'app 061 Salut Respon!",,2023-05-08T07:22:46.000Z
SEM. Generalitat,"#MomentsSEM: fotografia enviada per 
@MailensGC
, des d'Olot. 
 Si teniu imatges de les unitats SEM, ens les podeu enviar a 
@semgencat
 i les compartirem.",1,2023-05-07T20:19:59.000Z
SEM. Generalitat,"...i més #MomentsSEM, des d'Olesa de Montserrat .
Autor d'aquesta fotografia : 
@pere_boada",2,2023-05-07T20:16:49.000Z
SEM. Generalitat," #MomentsSEM : Gràcies 
@Gmarinv22
, per fer-nos arribar aquest vídeo d'un dels helicòpters medicalitzats #SEM , aterrant a 
@vallhebron
. 

 Si teniu imatges de les unitats SEM, ens les podeu enviar a 
@semgencat
 i les compartirem.",5,2023-05-07T20:13:20.000Z
SEM. Generalitat," #MomentsSEM :
Unitats terrestres del #SEM , fotografiades per 
@RogerConstanzaM
 Si teniu imatges de les unitats SEM, ens les podeu enviar a 
@semgencat
 i les compartirem.",4,2023-05-07T20:09:53.000Z
Bombers,"A Rubió, (avís 12.58h) #bomberscat hem rescatat un excursionista que feia la ruta del Castell de Rubió i no podia continuar. En aquest cas, l'hem pogut acompanyar per terra fins on l'esperava l'ambulància del 
@semgencat",3,2023-05-07T17:05:22.000Z
Bombers,"Avui, #bomberscat hem realitzat diversos rescats de muntanya. El primer, a Riells i Viabrea (avís 10.55h), al torrent de Torroella el #GRAE hem rescatat una persona que s'havia fet mal a la cama. Hem fet gruatge amb l' i l'hem dut fins a Sant Celoni, on ens esperava 
@semgencat",6,2023-05-07T17:05:06.000Z
SEM. Generalitat," La unitat d'intèrprets de la llengua de signes del 061 Salut Respon permet donar resposta a les dificultats que sorgeixin en l'atenció a persones sordes.

 Per saber com accedir a aquest servei, fes clic al següent enllaç: https://bit.ly/3HbQSE2",5,2023-05-07T16:00:59.000Z
SEM. Generalitat,"Accident de trànsit, aquest matí, a la A-2 #Lleida.
T’han atès 8 afectats, traslladats a Hospital Arnau de Vilanova: 5 en estat menys greu i 3 lleus.
5 unitats terrestres #SEM  activades.",1,2023-05-07T09:10:21.000Z
Salut," Sabies que actualment hi ha brots de xarampió en diversos països?

 Per evitar nous contagis és important la vacunació amb les 2 dosis pertinents.

 A Catalunya els infants reben gratuïtament aquesta vacuna segons calendari als 12 mesos i als 3 anys. #CadaDosiCompta",4,2023-05-06T18:43:00.000Z
SEM. Generalitat," ¿Necessites localitzar la teva farmàcia de guàrdia més propera?

 Descarregant l'app 061 Salut Respon, podràs accedir a tota la informació en un clic!",1,2023-05-07T06:30:11.000Z
SEM. Generalitat," Un ennuegament total, quan s'obstrueix totalment la via aèria, és una situació crítica en la qual cal actuar amb rapidesa.

 En el següent vídeo de #PrimersAuxilis t'expliquem què has de fer davant d'un ennuegament parcial o total ",36,2023-05-06T16:30:06.000Z
Guàrdia Urbana de Lleida,"Realitzem ahir a la tarda un acompanyament d'urgència a 
@semgencat
 des de la Clínica Montserrat fins a l'
@harnaulleida
. Urgeix el trasllat d’un nadó amb aturada cardiorespiratòria. Coordinem patrulles de 
@gUrbanaLleida
 per buidar de trànsit les cruïlles per on passa l'ambulància",11,2023-05-06T12:39:04.000Z
SEM. Generalitat," Els helicòpters medicalitzats del #SEM permeten garantir l'equitat en l'accés al sistema sanitari públic de tota la ciutadania de Catalunya.

Per saber més sobre aquest servei, fes clic en el següent enllaç  https://bit.ly/41ycW3S",6,2023-05-06T07:30:15.000Z
SEM. Generalitat,"Paracaigudista accidentat, aquesta tarda a Sant Fruitós de Bages. Col·lisió amb cables electricitat. 
Un home traslladat en estat crític a 
@vallhebron
.
Des del #SEM s’han activat 3 unitats terrestres i 1 helicòpter medicalitzat.",10,2023-05-05T20:02:34.000Z
SEM. Generalitat," Els Equips de Coordinació Clínica i Operativa (ECO) estan formats per un/a metge/ssa i un/a TES amb una alta capacitació i expertesa.

 Aquests equips actuen les 24 hores per donar suport a altres unitats en situacions complexes a nivell clínic i operatiu.",1,2023-05-05T16:30:21.000Z
SEM. Generalitat," Participació de la Loreto Abadias, referent de psicòlegs #SEM a #Girona, a la taula rodona “L'abordatge de les violències sexuals des dels serveis d'intervenció especialitzada"", a la Jornada “La diligència deguda en l'abordatge de les violències sexuals” que té lloc a #Girona.",2,2023-05-05T14:53:31.000Z
SEM. Generalitat,"Avui hem celebrat una sessió clínica en format presencial al #SEM sobre els ""Nous models d'Atenció a l'Aturada Cardiorespiratòria""  

Hem comptat amb la participació de professionals de 
@ECMOHUVH
 @vallhebron
 @hospitalclinic
 @hbellvitge
 i amb una simulació d'ECPR en directe!",27,2023-05-05T13:20:44.000Z
SEM. Generalitat,"#EstàPassant:
L’Alba Gangolells, metgessa i sotscap territorial #SEM a  Catalunya Central, participant a la 10a edició de les “Jornades sanitàries del món rural”, a la Taula “La Dona Sanitària”, avui a #Berga.",5,2023-05-05T12:19:33.000Z
SEM. Generalitat,"El #SEM ha participat al simulacre d'accident al túnel de la C-17 a #Ripoll amb 4 ambulàncies i 15 professionals.
Ha estat responsable del triatge, de la priorització en l’extracció d’aquests i de vetllar per l’assistència sanitària i estabilització dels afectats.
@emergenciescat",8,2023-05-05T10:23:30.000Z
Protecció civil,  La passada matinada ha tingut lloc un simulacre d'accident de trànsit al túnel de la carretera C-17 a #Ripoll. Durant l’exercici s’ha tallat el trànsit en sentit sud en els túnels de Ripoll i de Terradelles. #ProteccioCivil https://govern.cat/salapremsa/notes-premsa/505342/simulacre-daccident-transit-al-tunel-carretera-c-17-ripoll…,13,2023-05-05T09:58:34.000Z
SEM. Generalitat," Si necessites ajuda per deixar de fumar, recorda que pots trucar al 061 Salut Respon.

Dins del programa, obtindràs un pla específic individualitzat per abandonar l'hàbit tabàquic, recomanacions i consells i un seguiment telefònic continuat d'un any de durada.",,2023-05-05T08:40:13.000Z
Esc Ignasi Iglesias,"Els grups d'educació infantil han pogut veure de prop una ambulància, pujar i veure tot l'equipament. Gràcies a en Xavi d'
@semgencat
 per fer-ho possible!  
@salut_cat
 @Aj_Tordera
 #tordera",1,2023-05-04T20:58:52.000Z
SEM. Generalitat,"El #SEM ha atès 2 persones, en estat lleu per descompressió, i les ha traslladat a l'Hospital de #Figueres.
S’han activat 3 unitats terrestres.
@salvamentogob",4,2023-05-04T19:58:53.000Z
SEM. Generalitat,"Àngels Soto, Sotscap #SEM, ha participat a la Jornada sobre l’atenció en salut a les violències masclistes.
Ha presentat el protocol #SEM i 
ha posat èmfasi en que s’inclogui el #SEM en els processos de la xarxa sanitària d’atenció a les persones afectades per violència sexual.",4,2023-05-04T13:35:04.000Z
SEM. Generalitat,"El #SEM Pediàtric està format per més de 60 professionals entre personal mèdic especialitzat en pediatria, TES i infermeres amb formació en pacient crític pediàtric i neonatal.

Aquest model d'assistència i trasllat de pacients neonatals i pediàtrics és únic a l'Estat espanyol.",2,2023-05-04T13:01:26.000Z
SEM. Generalitat,"Accident de bicicleta a Torroella de Montgrí. 
1 afectat, traslladat en estat greu a 
@htrueta
.
Des del #SEM s’han activat 2 unitats terrestres i 1 helicòpter medicalitzat.",,2023-05-04T10:31:12.000Z
SEM. Generalitat," Saps quin és el teu DEA més proper connectat amb el #SEM?

Entra a l'app 061 Salut Respon i podràs trobar-lo directament al mapa en només un clic!",4,2023-05-04T08:04:04.000Z
SEM. Generalitat,"El #SEM ha participat amb 2 unitats i 4 professionals en un simulacre de fuita en un dipòsit d’àcid fòrmic a una empresa a #Tortosa.
El SEM s'ha coordinat amb la resta de grups del Pla per a l’establiment de l’Àrea Sanitària, filiació i assistència.
@emergenciescat
 @bomberscat",3,2023-05-03T14:20:37.000Z
SEM. Generalitat," Sabies que el #SEM compta amb un equip de 90 psicòlegs/gues?

Aquests/es professionals donen atenció presencial i no presencial als ciutadans i ofereixen suport emocional a professionals de les emergències i la xarxa pública de salut.",5,2023-05-03T14:02:05.000Z
SEM. Generalitat," Si coneixes algú amb conducta o ideació suïcida, demana ajuda trucant al 061 Salut Respon.

Un equip d'especialistes en psicologia, psiquiatria i infermeria en salut mental valorarà el cas i facilitarà la intervenció més adient.

Davant d'una crisi, #TrioLaVida!",7,2023-05-03T07:05:26.000Z
Jordi83,"Ambulancia de Suport Vital Avançat (SVA) 0604 en un servei 
@semgencat
 #momentsSEM",1,2023-05-02T12:25:33.000Z
SEM. Generalitat," Les convulsions són contraccions involuntàries i violentes dels músculs del cos. Saps què has de fer en aquests casos?

 #PrimersAuxilis: T'expliquem quins passos has de seguir per actuar correctament ",9,2023-05-02T14:00:42.000Z
